title,pdf_id,publication_number,organization,scope,unit,issue_date,upsert_date,expiration_date,aux_specific,public_release,pdf_file_name,embedding,gcp_file_id,link,status,status_timestamp,missing_pdf_id,missing_gcp_file_id,duplicate_pdf_id,in_sheet,in_drive,file_name,in_qdrant,record_count,page_count,gcp_file_ids,unique_file_count,zero_record_count,file_ids_match,issues
ALAUX 025/21 CHANGE TO THE COAST GUARD AUXILIARY OPERATIONAL SUPPORT PERSONNEL SECURITY INVESTIGATION OS PSI POLICY,10d02466-220a-57e1-859a-b214f2777dfb,ALAUX_025_21,CG-BSX,National,,2021-07-06T00:00:00Z,,2031-07-06T00:00:00Z,TRUE,TRUE,025_21_CHANGE_TO_THE_COAST_GUARD_AUXILIARY_OPERATIONAL_SUPPORT_PERSONNEL_SECURITY_INVESTIGATION__OS_PSI__POLICY.pdf,text-embedding-ada-002,1lu3DYXG6JL8r4MwPGwO_3r3yT2NZdJc0,https://drive.google.com/file/d/1lu3DYXG6JL8r4MwPGwO_3r3yT2NZdJc0,live,,False,False,False,True,True,,True,4,4.0,['1lu3DYXG6JL8r4MwPGwO_3r3yT2NZdJc0'],1.0,False,True,[]
ALAUX 026 23 AUXILIARY CEREMONIAL COLOR GUARD PROGRAM SOP PQS,bcc9eae2-1b52-52b2-abba-47ae74e34fea,ALAUX_026_23,CG-BSX,National,,2023-07-03T00:00:00Z,,2033-07-03T00:00:00Z,TRUE,TRUE,026_23_AUXILIARY_CEREMONIAL_COLOR_GUARD_PROGRAM_SOP___PQS.pdf,text-embedding-ada-002,1_MaEwv-OGbp1Q6yGevAnvbrKGHq_6H4k,https://drive.google.com/file/d/1_MaEwv-OGbp1Q6yGevAnvbrKGHq_6H4k,live,,False,False,False,True,True,,True,2,2.0,['1_MaEwv-OGbp1Q6yGevAnvbrKGHq_6H4k'],1.0,False,True,[]
AUXILIARY CEREMONIAL COLOR GUARD (AUXCCG) PROGRAM STANDARD OPERATING PROCEDURES,7dbe7311-cf0c-59c9-81f4-24832a9859cd,AUX-SOP-010-B,CG-BSX,National,,2023-06-28T00:00:00Z,,2033-06-28T00:00:00Z,TRUE,TRUE,SOP_BSX_1110_2023_06_28_AUXCCG_BSX1_ESIGN_ACTING (1).pdf,text-embedding-ada-002,1VihyID16WfivBuXfrSU33Q978Tv5tuBg,https://drive.google.com/file/d/1VihyID16WfivBuXfrSU33Q978Tv5tuBg,live,,False,False,False,True,True,,True,28,28.0,['1VihyID16WfivBuXfrSU33Q978Tv5tuBg'],1.0,False,True,[]
ALAUX 028/20 Communicating Unity and Respect - Representing the U.S. Coast Guard,ea02fd40-5a83-59ae-a1d7-4292788f2184,ALAUX_028_20,CG-BSX,National,,2020-09-22T00:00:00Z,,2030-09-23T00:00:00Z,TRUE,TRUE,028_20_COMMUNICATING_UNITY_AND_RESPECT___REPRESENTING_THE_U.S._COAST_GUARD.pdf,text-embedding-ada-002,1Yuw0Q2POplKC7BMfCTTVOH21rKWUTEFt,https://drive.google.com/file/d/1Yuw0Q2POplKC7BMfCTTVOH21rKWUTEFt,live,,False,False,False,True,True,,True,3,3.0,['1Yuw0Q2POplKC7BMfCTTVOH21rKWUTEFt'],1.0,False,True,[]
ALAUX 03/14 AUXILIARY POLICY CHANGES 06MAR2014,7299b3f8-79b6-5193-b4b1-c0e3add54648,ALAUX_03_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-11T00:00:00Z,TRUE,TRUE,03_14_AUXILIARY_POLICY_CHANGES___06MAR2014.pdf,text-embedding-ada-002,1iUPCaZ4UgOVNYI5KVq250YQxsBO2dWJT,https://drive.google.com/file/d/1iUPCaZ4UgOVNYI5KVq250YQxsBO2dWJT,live,,False,False,False,True,True,,True,1,1.0,['1iUPCaZ4UgOVNYI5KVq250YQxsBO2dWJT'],1.0,False,True,[]
ALAUX 03/17 AUXILIARY FINANCIAL EDUCATOR AUXFE PROGRAM ESTABLISHMENT 17MAR2017,144ebaf7-790a-5b5d-b13f-36dc2d2f67e4,ALAUX_03_17,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-20T00:00:00Z,TRUE,TRUE,03_17___AUXILIARY_FINANCIAL_EDUCATOR__AUXFE__PROGRAM_ESTABLISHMENT___17MAR2017.pdf,text-embedding-ada-002,1zko42njN79d1DeePTieDfcgaaSkhP7-d,https://drive.google.com/file/d/1zko42njN79d1DeePTieDfcgaaSkhP7-d,live,,False,False,False,True,True,,True,1,1.0,['1zko42njN79d1DeePTieDfcgaaSkhP7-d'],1.0,False,True,[]
ALAUX 03/18 AUXILIARY RECIPROCITY WITH U.S. POWER SQUADRONS FOR VESSEL EXAMINER AND INSTRUCTOR COMPETENCIES,40eb83e1-a504-52f6-b635-a5c3b128b6bb,ALAUX_03_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,03_18_AUXILIARY_RECIPROCITY_WITH_U.S._POWER_SQUADRONS_FOR_VESSEL_EXAMINER_AND_INSTRUCTOR_COMPETENCIES___01FEB2018.pdf,text-embedding-ada-002,1cJXPoAJ8snSAB-zivQRgsHOi4owXuE58,https://drive.google.com/file/d/1cJXPoAJ8snSAB-zivQRgsHOi4owXuE58,live,,False,False,False,True,True,,True,3,3.0,['1cJXPoAJ8snSAB-zivQRgsHOi4owXuE58'],1.0,False,True,[]
ALAUX 030/20 CHANGE TO AUXILIARY CHAPLAIN BALL CAP INSIGNIA,c9b11f7d-d6c3-52d4-a2ae-5f0800241805,ALAUX_030_20,CG-BSX,National,,2020-09-29T00:00:00Z,,2030-09-30T00:00:00Z,TRUE,TRUE,030_20_CHANGE_TO_AUXILIARY_CHAPLAIN_BALL_CAP_INSIGNIA.pdf,text-embedding-ada-002,1766eHBa0_evuo8ixYzkwVEnGkhEB6v47,https://drive.google.com/file/d/1766eHBa0_evuo8ixYzkwVEnGkhEB6v47,live,,False,False,False,True,True,,True,2,2.0,['1766eHBa0_evuo8ixYzkwVEnGkhEB6v47'],1.0,False,True,[]
ALAUX 030/23 WORKFORCE RESILIENCE COURSE NAME CHANGE,a74a3227-c10d-5d3a-a312-c0d4bd8b5522,ALAUX_030_23,CG-BSX,National,,2023-08-07T00:00:00Z,,2033-08-07T00:00:00Z,TRUE,TRUE,030_23_WORKFORCE_RESILIENCE_COURSE_NAME_CHANGE.pdf,text-embedding-ada-002,1gTeHVrvlYGkWB25cMRwK1aZIDUYHqg4V,https://drive.google.com/file/d/1gTeHVrvlYGkWB25cMRwK1aZIDUYHqg4V,live,,False,False,False,True,True,,True,2,2.0,['1gTeHVrvlYGkWB25cMRwK1aZIDUYHqg4V'],1.0,False,True,[]
ALAUX 031/20 SEXUAL ASSAULT PREVENTION RESPONSE RECOVERY UPDATE,1bf89987-558f-51a5-8e18-e1b466207b7f,ALAUX_031_20,CG-BSX,National,,2020-10-21T00:00:00Z,,2030-10-22T00:00:00Z,TRUE,TRUE,031_20_SEXUAL_ASSAULT_PREVENTION_RESPONSE_RECOVERY_UPDATE.pdf,text-embedding-ada-002,1kcRa_t8tRDGUj_usYlBD-dViEPD8SLes,https://drive.google.com/file/d/1kcRa_t8tRDGUj_usYlBD-dViEPD8SLes,live,,False,False,False,True,True,,True,4,4.0,['1kcRa_t8tRDGUj_usYlBD-dViEPD8SLes'],1.0,False,True,[]
ALAUX 031/21 AVAILABILITY OF A NEW BLOOD BORNE PATHOGEN ONLINE TRAINING COURSE,28b51a47-982d-5091-9ca0-a78f1371f3e1,ALAUX_031_21,CG-BSX,National,,2021-09-08T00:00:00Z,,2031-09-09T00:00:00Z,TRUE,TRUE,031_21_AVAILABILITY_OF_A_NEW_BLOOD_BORNE_PATHOGEN_ONLINE_TRAINING_COURSE.pdf,text-embedding-ada-002,1_mIKTavhiXMO6Jw2U0UR9SiacdK0AwfH,https://drive.google.com/file/d/1_mIKTavhiXMO6Jw2U0UR9SiacdK0AwfH,live,,False,False,False,True,True,,True,1,1.0,['1_mIKTavhiXMO6Jw2U0UR9SiacdK0AwfH'],1.0,False,True,[]
ALAUX 031/22 CHIEF DIRECTOR FINAL ACTION ON NATIONAL BOARD RECOMMENDATIONS AT NACON 2022,473754ed-8a26-5bc1-83c1-ced6eeb566b7,ALAUX_031_22,CG-BSX,National,,2022-08-24T00:00:00Z,,2032-08-24T00:00:00Z,TRUE,TRUE,031_22_CHIEF_DIRECTOR_FINAL_ACTION_ON_NATIONAL_BOARD_RECOMMENDATIONS_AT_NACON_2022.pdf,text-embedding-ada-002,1Jom1TbttYERe9Q7zWWj1va-7z1k_3LDw,https://drive.google.com/file/d/1Jom1TbttYERe9Q7zWWj1va-7z1k_3LDw,live,,False,False,False,True,True,,True,3,3.0,['1Jom1TbttYERe9Q7zWWj1va-7z1k_3LDw'],1.0,False,True,[]
ALAUX 031/23 CHDIRAUX FINAL ACTION ON NACON NATIONAL BOARD RECS,c658fe49-dff4-5bb5-a378-4c5c92c2e7a0,ALAUX_031_23,CG-BSX,National,,2023-08-31T00:00:00Z,,2033-08-31T00:00:00Z,TRUE,TRUE,031_23_CHDIRAUX_FINAL_ACTION_ON_NACON_NATIONAL_BOARD_RECS.pdf,text-embedding-ada-002,1FqH2nxP49Vh6Omjef890QnrmuHP9bh24,https://drive.google.com/file/d/1FqH2nxP49Vh6Omjef890QnrmuHP9bh24,live,,False,False,False,True,True,,True,4,4.0,['1FqH2nxP49Vh6Omjef890QnrmuHP9bh24'],1.0,False,True,[]
ALAUX 033/20 MERGER OF ANSC AND AUXCEN,1b945fad-6377-5ca6-ad22-1ef15c4a391b,ALAUX_033_20,CG-BSX,National,,2020-11-09T00:00:00Z,,2030-11-10T00:00:00Z,TRUE,TRUE,033_20_MERGER_OF_ANSC_AND_AUXCEN.pdf,text-embedding-ada-002,1wFRw0dngULz4dXSKRPi4TLNQ_i_Bk69X,https://drive.google.com/file/d/1wFRw0dngULz4dXSKRPi4TLNQ_i_Bk69X,live,,False,False,False,True,True,,True,2,2.0,['1wFRw0dngULz4dXSKRPi4TLNQ_i_Bk69X'],1.0,False,True,[]
ALAUX 033/21 AUXDATA II SKILLS AND AVAILABILITY SEARCH,472cfa33-4340-56f6-a927-fa39fd3c8dbb,ALAUX_033_21,CG-BSX,National,,2021-09-15T00:00:00Z,,2031-09-16T00:00:00Z,TRUE,TRUE,033_21_AUXDATA_II_SKILLS_AND_AVAILABILITY_SEARCH.pdf,text-embedding-ada-002,14rqmsxmaclQKM2c1lLjspFxOAJ2kPrmP,https://drive.google.com/file/d/14rqmsxmaclQKM2c1lLjspFxOAJ2kPrmP,live,,False,False,False,True,True,,True,2,2.0,['14rqmsxmaclQKM2c1lLjspFxOAJ2kPrmP'],1.0,False,True,[]
ALAUX 035/21 CYBERSECURITY AWARENESS BEST PRACTICES REMINDER,d7417cd6-b583-51ec-aacf-74d0b33324a7,ALAUX_035_21,CG-BSX,National,,2021-09-28T00:00:00Z,,2031-09-28T00:00:00Z,TRUE,TRUE,035_21_CYBERSECURITY_AWARENESS_BEST_PRACTICES_REMINDER.pdf,text-embedding-ada-002,1A9w4YRCiyzAEUQ7zqLgv5jNTlChXMpFO,https://drive.google.com/file/d/1A9w4YRCiyzAEUQ7zqLgv5jNTlChXMpFO,live,,False,False,False,True,True,,True,2,2.0,['1A9w4YRCiyzAEUQ7zqLgv5jNTlChXMpFO'],1.0,False,True,[]
ALAUX 036/22 UPDATE TO OPERATIONAL AUXILIARIST AUXOP PROGRAM,f6454d65-dfeb-5988-a88c-f555cee76230,ALAUX_036_22,CG-BSX,National,,2022-10-06T00:00:00Z,,2032-10-05T00:00:00Z,TRUE,TRUE,036_22_UPDATE_TO_OPERATIONAL_AUXILIARIST_AUXOP_PROGRAM.pdf,text-embedding-ada-002,1aPXAPix9bA-g5oazEVvMSzLdu7_MogBn,https://drive.google.com/file/d/1aPXAPix9bA-g5oazEVvMSzLdu7_MogBn,live,,False,False,False,True,True,,True,2,2.0,['1aPXAPix9bA-g5oazEVvMSzLdu7_MogBn'],1.0,False,True,[]
ALAUX 038/23 CREDIT FOR QUALS OF HONORABLY DISCHARGED AND OR RETIRED CG PERSONNEL,32b92774-4b19-5c74-b35f-005af22925bd,ALAUX_038_23,CG-BSX,National,,2023-10-26T00:00:00Z,,2033-10-26T00:00:00Z,TRUE,TRUE,038_23_CREDIT_FOR_QUALS_OF_HONORABLY_DISCHARGED_AND_OR_RETIRED_CG_PERSONNEL.pdf,text-embedding-ada-002,1mKbqusavTJ3sovbq_a_q0esAKuxIaS_D,https://drive.google.com/file/d/1mKbqusavTJ3sovbq_a_q0esAKuxIaS_D,live,,False,False,False,True,True,,True,2,2.0,['1mKbqusavTJ3sovbq_a_q0esAKuxIaS_D'],1.0,False,True,[]
ALAUX 04/14 HUMAN FACTOR FAMILY AND WORKFORCE AWARENESS 05APR2014,8075e460-6479-5ec6-ac60-eff8d0d37983,ALAUX_04_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-11T00:00:00Z,TRUE,TRUE,04_14_HUMAN_FACTOR__FAMILY_AND_WORKFORCE_AWARENESS___05APR2014.pdf,text-embedding-ada-002,1Q-tV7618mAfMZEeZL4sGhNVVwnWeJ8jh,https://drive.google.com/file/d/1Q-tV7618mAfMZEeZL4sGhNVVwnWeJ8jh,live,,False,False,False,True,True,,True,1,1.0,['1Q-tV7618mAfMZEeZL4sGhNVVwnWeJ8jh'],1.0,False,True,[]
ALAUX 04/15 CHIEF DIRECTOR FINAL ACTION ON NATIONAL BOARD RECOMMENDATIONS AT NTRAIN 2015 10FEB2015,983ae504-6e32-5fe7-9248-3a93dc6066fd,ALAUX_04_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,04_15_CHIEF_DIRECTOR_FINAL_ACTION_ON_NATIONAL_BOARD_RECOMMENDATIONS_AT_NTRAIN_2015___10FEB2015.pdf,text-embedding-ada-002,1wH_BFKG3UqixFIO1FiGn7vgROUzvJATp,https://drive.google.com/file/d/1wH_BFKG3UqixFIO1FiGn7vgROUzvJATp,live,,False,False,False,True,True,,True,2,2.0,['1wH_BFKG3UqixFIO1FiGn7vgROUzvJATp'],1.0,False,True,[]
ALAUX 04/18 AUXILIARY UNIFORM WEAR AT FORMAL AND CEREMONIAL OCCASIONS 08MAR2018,0acc9051-fecb-5451-ad1d-1b1ef3887741,ALAUX_04_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,04_18_AUXILIARY_UNIFORM_WEAR_AT_FORMAL_AND_CEREMONIAL_OCCASIONS___08MAR2018.pdf,text-embedding-ada-002,1Btqle9ivrJaB33bUFggkzAOQc24OjKee,https://drive.google.com/file/d/1Btqle9ivrJaB33bUFggkzAOQc24OjKee,live,,False,False,False,True,True,,True,2,2.0,['1Btqle9ivrJaB33bUFggkzAOQc24OjKee'],1.0,False,True,[]
ALAUX 042/21 AUXILIARY CULINARY ASSISTANT INSTRUCTOR AUTHORIZATION,ca5d8f8c-0d48-5946-977f-d6f230e87541,ALAUX_042_21,CG-BSX,National,,2021-12-14T00:00:00Z,,2031-12-14T00:00:00Z,TRUE,TRUE,042_21_AUXILIARY_CULINARY_ASSISTANT_INSTRUCTOR_AUTHORIZATION.pdf,text-embedding-ada-002,1GorTFG-nh9esVlFBJKsRC1DuP6U62VzS,https://drive.google.com/file/d/1GorTFG-nh9esVlFBJKsRC1DuP6U62VzS,live,,False,False,False,True,True,,True,2,2.0,['1GorTFG-nh9esVlFBJKsRC1DuP6U62VzS'],1.0,False,True,[]
ALAUX 043/21 AUXILIARY AVIATION PPE and DAY NIGHT PYROTECHNIC FLARES UPDATE,ced44b79-80ff-5dae-9bad-243d7ea98e75,ALAUX_043_21,CG-BSX,National,,2022-01-06T00:00:00Z,,2032-01-06T00:00:00Z,TRUE,TRUE,043_21_AUXILIARY_AVIATION_PPE_and_DAY_NIGHT_PYROTECHNIC_FLARES___UPDATE.pdf,text-embedding-ada-002,1E_CUFh45XG7iv8AiaVCB6oOqKXYEEcok,https://drive.google.com/file/d/1E_CUFh45XG7iv8AiaVCB6oOqKXYEEcok,live,,False,False,False,True,True,,True,2,2.0,['1E_CUFh45XG7iv8AiaVCB6oOqKXYEEcok'],1.0,False,True,[]
ALAUX 044/22 CREATION OF AUXILIARY MASTER CUTTERMAN DESIGNATION,20847ca6-4ec9-5b60-b623-8de544457c7b,ALAUX_044_22,CG-BSX,National,,2022-11-16T00:00:00Z,,2032-11-16T00:00:00Z,TRUE,TRUE,044_22_CREATION_OF_AUXILIARY_MASTER_CUTTERMAN_DESIGNATION.pdf,text-embedding-ada-002,17BP63gcZ4Pv07fepOBijI1Iehq1_D7Ik,https://drive.google.com/file/d/17BP63gcZ4Pv07fepOBijI1Iehq1_D7Ik,live,,False,False,False,True,True,,True,1,1.0,['17BP63gcZ4Pv07fepOBijI1Iehq1_D7Ik'],1.0,False,True,[]
ALAUX 047/22 COAST GUARD RECRUITING INITIATIVE SCOUT TALENT AND REFER STAR PROGRAM FORMERLY EIAR,66965af1-b5b1-563b-b99d-87a94b4b29b4,ALAUX_047_22,CG-BSX,National,,2022-12-13T00:00:00Z,,2032-12-12T00:00:00Z,TRUE,TRUE,047_22_COAST_GUARD_RECRUITING_INITIATIVE_SCOUT_TALENT_AND_REFER__STAR__PROGRAM__FORMERLY_EIAR_.pdf,text-embedding-ada-002,12qn8MBUYzc71MV8dvQTZVKy7BTbduLp-,https://drive.google.com/file/d/12qn8MBUYzc71MV8dvQTZVKy7BTbduLp-,live,,False,False,False,True,True,,True,3,3.0,['12qn8MBUYzc71MV8dvQTZVKy7BTbduLp-'],1.0,False,True,[]
ALAUX 05/16 CHIEF DIRECTOR FINAL ACTION ON NATIONAL BOARD RECOMMENDATIONS AT NTRAIN 2016,e9ec61e0-1c95-5e0d-b230-85afce4f9a77,ALAUX_05_16,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,05_16_CHDIRAUX_Final_Action_on_Nat_Bd_Recommendations___06JUN2016.pdf,text-embedding-ada-002,1CHouWZEut9V_fO8xNvLIIqKfAM_aOwP4,https://drive.google.com/file/d/1CHouWZEut9V_fO8xNvLIIqKfAM_aOwP4,live,,False,False,False,True,True,,True,2,2.0,['1CHouWZEut9V_fO8xNvLIIqKfAM_aOwP4'],1.0,False,True,[]
ALAUX 05/17 AUXILIARY PUBLIC AFFAIRS AUXPA COMPETENCY REALIGNMENT 07APR2017,c0cc2535-4f29-5bb0-9937-3b62ebdef4d6,ALAUX_05_17,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-20T00:00:00Z,TRUE,TRUE,05_17___AUXILIARY_PUBLIC_AFFAIRS__AUXPA__COMPETENCY_REALIGNMENT___07APR2017.pdf,text-embedding-ada-002,1mpjFgBvdxWJyYrXPMg9RxadCINvhO1eI,https://drive.google.com/file/d/1mpjFgBvdxWJyYrXPMg9RxadCINvhO1eI,live,,False,False,False,True,True,,True,1,1.0,['1mpjFgBvdxWJyYrXPMg9RxadCINvhO1eI'],1.0,False,True,[]
ALAUX 06/15 VEHICLE DECAL PROGRAM TERMINATION 28APR2015,b1e4d634-a681-587c-8f82-5bfe78fc91a0,ALAUX_06_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,06_15_VEHICLE_DECAL_PROGRAM_TERMINATION___28APR2015.pdf,text-embedding-ada-002,15kJ95nspXABkrQUWW9NEDkPvxWevvKE6,https://drive.google.com/file/d/15kJ95nspXABkrQUWW9NEDkPvxWevvKE6,live,,False,False,False,True,True,,True,1,1.0,['15kJ95nspXABkrQUWW9NEDkPvxWevvKE6'],1.0,False,True,[]
ALAUX 07/16 CHANGE TO CG MARINE SAFETY MANUAL VOLUME II 04AUG2016,dbc730c3-daed-5e34-a5c0-9d8f9a2cc519,ALAUX_07_16,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,07_16_CHANGE_TO_CG_MARINE_SAFETY_MANUAL__VOLUME_II___04AUG2016.pdf,text-embedding-ada-002,1-vM56BWDhFvplF0uI403I5hfiAC4W1V0,https://drive.google.com/file/d/1-vM56BWDhFvplF0uI403I5hfiAC4W1V0,live,,False,False,False,True,True,,True,1,1.0,['1-vM56BWDhFvplF0uI403I5hfiAC4W1V0'],1.0,False,True,[]
ALAUX 07/17 AUXILIARY BUILD AUXBUILD PROGRAM 19APR2017,a5be13f3-e93b-5532-9f12-8e79be14ffa0,ALAUX_07_17,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-20T00:00:00Z,TRUE,TRUE,07_17___AUXILIARY_BUILD_AUXBUILD_PROGRAM___19APR2017.pdf,text-embedding-ada-002,1kNlOhUfnfRuKE_IcpLUkxlK_3kkLL1il,https://drive.google.com/file/d/1kNlOhUfnfRuKE_IcpLUkxlK_3kkLL1il,live,,False,False,False,True,True,,True,1,1.0,['1kNlOhUfnfRuKE_IcpLUkxlK_3kkLL1il'],1.0,False,True,[]
ALAUX 08/15 VIGILANCE DURING COAST GUARD OPERATIONS 26MAY2015,16057e7e-7475-5773-a524-d7862b327cf2,ALAUX_08_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,08_15_VIGILANCE_DURING_COAST_GUARD_OPERATIONS___26MAY2015.pdf,text-embedding-ada-002,1nbrHHZaFO6r6RatUPSE_frj4w09avMyu,https://drive.google.com/file/d/1nbrHHZaFO6r6RatUPSE_frj4w09avMyu,live,,False,False,False,True,True,,True,2,2.0,['1nbrHHZaFO6r6RatUPSE_frj4w09avMyu'],1.0,False,True,[]
ALAUX 09/16 CHIEF DIRECTOR FINAL ACTION ON NATIONAL BOARD RECOMMENDATIONS AT NACON 2016 009 16 08OCT2016,471e0d6a-b50e-5255-9112-f3dd9ef7ebc4,ALAUX_09_16,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,09_16_CHIEF_DIRECTOR_FINAL_ACTION_ON_NATIONAL_BOARD_RECOMMENDATIONS_AT_NACON_2016___009_16___08OCT2016.pdf,text-embedding-ada-002,1-4pJr7z-opwxJEgZM_14c-MHY4ZyOnRH,https://drive.google.com/file/d/1-4pJr7z-opwxJEgZM_14c-MHY4ZyOnRH,live,,False,False,False,True,True,,True,3,3.0,['1-4pJr7z-opwxJEgZM_14c-MHY4ZyOnRH'],1.0,False,True,[]
ALAUX 09 17 CHANGE IN COAST GUARD DIRECTIVES WEB SITE AND INTERIM AVAILABILITY OF ALTERNATE AUXILIARY ACCESS SITE 09MAY2017,453cdc12-46b3-59c8-a0af-0f38f4a070f0,ALAUX_09_17,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-20T00:00:00Z,TRUE,TRUE,09_17___CHANGE_IN_COAST_GUARD_DIRECTIVES_WEB_SITE_AND_INTERIM_AVAILABILITY_OF_ALTERNATE_AUXILIARY_ACCESS_SITE___09MAY2017.pdf,text-embedding-ada-002,1y2A2oDyyLsUvV7FAYU5dd1WPLZeppz_I,https://drive.google.com/file/d/1y2A2oDyyLsUvV7FAYU5dd1WPLZeppz_I,live,,False,False,False,True,True,,True,1,1.0,['1y2A2oDyyLsUvV7FAYU5dd1WPLZeppz_I'],1.0,False,True,[]
ALAUX 10/16 CHANGE TO IMMEDIATE PAST OFFICE VACANCY POLICY 13OCT2016,6a70ead0-0e11-5978-a291-00e5dc7bee44,ALAUX_10_16,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,10_16_CHANGE_TO_IMMEDIATE_PAST_OFFICE_VACANCY_POLICY___13OCT2016.pdf,text-embedding-ada-002,1lURbiOF8n6RgGUOG0-msGg5EBMseSqxD,https://drive.google.com/file/d/1lURbiOF8n6RgGUOG0-msGg5EBMseSqxD,live,,False,False,False,True,True,,True,1,1.0,['1lURbiOF8n6RgGUOG0-msGg5EBMseSqxD'],1.0,False,True,[]
ALAUX 10/19 UPDATES TO TEAM COORDINATION TRAINING TCT FACILITATOR POLICIES FOR AUXILIARISTS,97243152-d3ea-501e-8514-402c99d8a215,ALAUX_10_19,CG-BSX,National,,2019-10-15T00:00:00Z,,2029-10-15T00:00:00Z,TRUE,TRUE,10_19_UPDATES_TO_TEAM_COORDINATION_TRAINING__TCT__FACILITATOR_POLICIES_FOR_AUXILIARISTS.pdf,text-embedding-ada-002,1dCGHofVINv9EMM-5dKz28ue8-GYxsbK3,https://drive.google.com/file/d/1dCGHofVINv9EMM-5dKz28ue8-GYxsbK3,live,,False,False,False,True,True,,True,4,4.0,['1dCGHofVINv9EMM-5dKz28ue8-GYxsbK3'],1.0,False,True,[]
ALAUX 11/14 COAST GUARD UNIT COMMENDATION 24JUN2014,a08530e6-1cb2-5252-a60a-2b47303507fc,ALAUX_11_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-12T00:00:00Z,TRUE,TRUE,11_14_COAST_GUARD_UNIT_COMMENDATION___24JUN2014.pdf,text-embedding-ada-002,1bmEwyYmWwd5bIhptzc8SzrR9fqb9p3zN,https://drive.google.com/file/d/1bmEwyYmWwd5bIhptzc8SzrR9fqb9p3zN,live,,False,False,False,True,True,,True,2,2.0,['1bmEwyYmWwd5bIhptzc8SzrR9fqb9p3zN'],1.0,False,True,[]
ALAUX 11/15 OFFICE OF PERSONNEL MANAGEMENT OPM CYBERSECURITY INCIDENT 06JUN2015,c0e00333-39e3-5717-a1f8-050351d6dcfb,ALAUX_11_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,11_15_OFFICE_OF_PERSONNEL_MANAGEMENT__OPM__CYBERSECURITY_INCIDENT___06JUN2015.pdf,text-embedding-ada-002,1VslcoiWo3lc3sOHgzhi5dkFro9mRQ9E2,https://drive.google.com/file/d/1VslcoiWo3lc3sOHgzhi5dkFro9mRQ9E2,live,,False,False,False,True,True,,True,3,3.0,['1VslcoiWo3lc3sOHgzhi5dkFro9mRQ9E2'],1.0,False,True,[]
ALAUX 11/16 PROHIBITION OF UNMANNED AERIAL SYSTEMS (UAS),7fafb605-434a-5e0b-91c3-f456179ae8ca,ALAUX_11_16,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,11_16_Prohibition_of_UAS___14OCT2016.pdf,text-embedding-ada-002,15l5SKXIj6WNmqvCmVIYjBIlKGJsKyoue,https://drive.google.com/file/d/15l5SKXIj6WNmqvCmVIYjBIlKGJsKyoue,live,,False,False,False,True,True,,True,1,1.0,['15l5SKXIj6WNmqvCmVIYjBIlKGJsKyoue'],1.0,False,True,[]
ALAUX 11/19 CELL PHONE USE ONBOARD AUXILIARY FACILITIES,85055848-5783-53b2-925c-0c8a28c9715f,ALAUX_11_19,CG-BSX,National,,2019-10-15T00:00:00Z,,2029-10-15T00:00:00Z,TRUE,TRUE,11_19_CELL_PHONE_USE_ONBOARD_AUXILIARY_FACILITIES.pdf,text-embedding-ada-002,1XrzpJcF8pZrTioNRm1foQQPcllNi_5gD,https://drive.google.com/file/d/1XrzpJcF8pZrTioNRm1foQQPcllNi_5gD,live,,False,False,False,True,True,,True,3,3.0,['1XrzpJcF8pZrTioNRm1foQQPcllNi_5gD'],1.0,False,True,[]
